학교코드_공시연도,지역,정보공시 학교코드,학교명,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부
S010001562-2024,서울특별시 동작구,S010001562,사당중학교,0,2,1,2,0,12,484,50,0,0,0,0,0,0,0,0,적정설치,단순설치,단순설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치
S010001563-2021,서울특별시 동작구,S010001563,상도중학교,0,2,0,0,0,12,0,0,501,6,4,8,4,3,3,2,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001563-2022,서울특별시 동작구,S010001563,상도중학교,0,2,0,0,0,8,0,0,504,8,8,8,4,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001563-2023,서울특별시 동작구,S010001563,상도중학교,1,2,0,0,20,8,0,0,478,10,10,14,5,6,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001563-2024,서울특별시 동작구,S010001563,상도중학교,1,2,0,0,20,8,0,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001564-2021,서울특별시 동작구,S010001564,상현중학교,0,1,0,0,0,12,0,0,545,10,10,17.3,7,5.3,3,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001564-2022,서울특별시 동작구,S010001564,상현중학교,0,1,0,0,0,12,0,0,546,10,10,17,6,7,3,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001564-2023,서울특별시 동작구,S010001564,상현중학교,0,1,0,0,0,12,0,0,530,13,10,16,8,3,3,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001564-2024,서울특별시 동작구,S010001564,상현중학교,1,1,2,2,20,10,15,18,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001565-2021,서울특별시 관악구,S010001565,서울문영여자중학교,0,1,0,1,0,13,0,13,294,10,10,14.6,4.7,6.9,3,2.6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,미설치
S010001565-2022,서울특별시 관악구,S010001565,서울문영여자중학교,0,1,0,1,0,12,0,12,269,10,6.9,12,3.8,5,3,2.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,미설치
S010001565-2023,서울특별시 관악구,S010001565,서울문영여자중학교,0,1,0,1,0,12,0,12,253,9.5,9,11.7,5.7,3,2.8,2.1,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,단순설치,단순설치,미설치
S010001565-2024,서울특별시 관악구,S010001565,서울문영여자중학교,0,1,0,1,0,14,0,14,0,0,0,0,0,0,0,0,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,단순설치,단순설치,미설치
S010001566-2021,서울특별시 동작구,S010001566,성남중학교,0,1,0,22,0,20,0,1,629,17,13,10,6,4,3,4,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
S010001566-2022,서울특별시 동작구,S010001566,성남중학교,1,1,24,2,16,80,105,105,638,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
S010001566-2023,서울특별시 동작구,S010001566,성남중학교,3,2,25,0,15,15,300,0,608,8,8,8,4,5,2,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
S010001566-2024,서울특별시 동작구,S010001566,성남중학교,1,1,2,2,20,20,200,200,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010001567-2021,서울특별시 관악구,S010001567,성보중학교,0,1,0,1,0,9,0,60,565,11,11,11,7,4,3,2,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010001567-2022,서울특별시 관악구,S010001567,성보중학교,0,1,0,1,0,9,0,60,505,11,11,11,7,4,3,2,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010001567-2023,서울특별시 관악구,S010001567,성보중학교,1,1,32,2,13,8,434,70,440,11,9,8,4,3,2,1,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010001567-2024,서울특별시 관악구,S010001567,성보중학교,0,0,5,0,0,0,50,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010001568-2021,서울특별시 관악구,S010001568,신관중학교,2,2,0,0,262,16,0,0,236,8,7,11,5,6,3,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치
S010001568-2022,서울특별시 관악구,S010001568,신관중학교,1,1,0,0,11,13,0,0,231,8,7,10,6,6,3,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치
S010001568-2023,서울특별시 관악구,S010001568,신관중학교,1,1,0,0,10,10,0,0,220,8,7,10,6,6,3,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치
S010001568-2024,서울특별시 관악구,S010001568,신관중학교,1,1,2,1,12,12,237,237,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치
S010001569-2021,서울특별시 관악구,S010001569,삼성중학교,1,0,0,0,10,0,0,0,270,16,10.6,12,6,4.6,0.6,1.8,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치
S010001569-2022,서울특별시 관악구,S010001569,삼성중학교,0,4,0,0,0,6,0,0,275,11,10,12,4,7,3,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치
S010001569-2023,서울특별시 관악구,S010001569,삼성중학교,0,4,0,0,0,6,0,0,259,10,10,14,11,2,3,5,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001569-2024,서울특별시 관악구,S010001569,삼성중학교,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001570-2021,서울특별시 관악구,S010001570,신림중학교,0,1,0,14,0,12,0,325,322,16,7,13,4,4,2,6,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001570-2022,서울특별시 관악구,S010001570,신림중학교,1,1,0,28,18,23,0,317,308,12,7,10,5,5,3,2,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001570-2023,서울특별시 관악구,S010001570,신림중학교,22,2,1,6,317,12,15,10,315,12,8,12,9,9,3,3,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010001570-2024,서울특별시 관악구,S010001570,신림중학교,22,2,1,6,299,12,15,10,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001571-2021,서울특별시 동작구,S010001571,영등포중학교,0,1,0,1,0,6,0,27,215,8,8,5,2,3,1,1,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001571-2022,서울특별시 동작구,S010001571,영등포중학교,0,0,0,0,0,0,0,0,199,8,8,5,2,3,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001571-2023,서울특별시 동작구,S010001571,영등포중학교,1,0,2,0,8,0,201,0,198,8,8,5,2,3,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001571-2024,서울특별시 동작구,S010001571,영등포중학교,1,1,3,4,27,11,200,200,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001572-2021,서울특별시 관악구,S010001572,인헌중학교,0,0,0,0,0,0,0,0,511,11,10.6,15.6,6,4,4,2.6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001572-2022,서울특별시 관악구,S010001572,인헌중학교,0,0,21,22,0,0,497,497,498,16.6,18.6,21.7,6.1,6.2,8,6.6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001572-2023,서울특별시 관악구,S010001572,인헌중학교,0,0,21,22,0,0,449,449,450,6.6,7.6,16.6,6.3,5.3,2.9,2.9,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001572-2024,서울특별시 관악구,S010001572,인헌중학교,1,1,20,1,1,1,420,1,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001573-2021,서울특별시 동작구,S010001573,장승중학교,0,1,0,0,0,18,0,0,642,8,8,5,3,2,1,1,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001573-2022,서울특별시 동작구,S010001573,장승중학교,0,24,1,1,0,600,2,4,616,12,10,10,3,7,2,3,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001573-2023,서울특별시 동작구,S010001573,장승중학교,0,1,2,0,0,16,14,0,595,7,1,16,6,5,4,4,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001573-2024,서울특별시 동작구,S010001573,장승중학교,0,1,3,0,0,18,18,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001575-2021,서울특별시 동작구,S010001575,중앙대학교사범대학부속중학교,1,1,0,26,13,52,0,633,639,9,9,9,2,3,1,2,단순설치,적정설치,단순설치,단순설치,미설치,미설치,단순설치,미설치,미설치,미설치,단순설치
S010001575-2022,서울특별시 동작구,S010001575,중앙대학교사범대학부속중학교,27,1,27,0,633,231,633,0,662,9,9,15,3,3,2,3,단순설치,적정설치,단순설치,단순설치,미설치,미설치,단순설치,미설치,미설치,미설치,단순설치
S010001575-2023,서울특별시 동작구,S010001575,중앙대학교사범대학부속중학교,27,2,27,0,600,17,600,0,625,13,10,19.3,6,7.3,3,3,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,단순설치,적정설치,적정설치
S010001575-2024,서울특별시 동작구,S010001575,중앙대학교사범대학부속중학교,27,1,27,0,624,15,624,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,단순설치,적정설치,적정설치
S010001576-2021,서울특별시 동작구,S010001576,서울강남초등학교,0,0,0,0,0,0,0,0,815,12,11,8,5,5,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001576-2022,서울특별시 동작구,S010001576,서울강남초등학교,1,0,0,0,4,0,0,0,780,10,9,36,2,3,0,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001576-2023,서울특별시 동작구,S010001576,서울강남초등학교,1,0,0,0,4,0,0,0,775,10.1,10.5,36.1,5.4,2.5,0,1.8,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001576-2024,서울특별시 동작구,S010001576,서울강남초등학교,0,1,35,0,0,12,777,0,767,13.1,10,27.1,4.1,4.2,1.3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001577-2021,서울특별시 관악구,S010001577,서울관악초등학교,0,0,0,0,0,0,0,0,560,13,11,15.8,2.8,7.3,2.3,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치
S010001577-2022,서울특별시 관악구,S010001577,서울관악초등학교,1,27,27,0,8,593,593,0,581,11,10,12,3,6,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치
S010001577-2023,서울특별시 관악구,S010001577,서울관악초등학교,1,28,27,0,4,571,571,0,557,13,11,15,4,5,2,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치
S010001577-2024,서울특별시 관악구,S010001577,서울관악초등학교,1,0,27,27,5,0,554,554,538,13,12,12,4,6,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치
S010001578-2021,서울특별시 관악구,S010001578,서울구암초등학교,0,0,0,0,0,0,0,0,1610,12,11,8,5,5,2,2,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001578-2022,서울특별시 관악구,S010001578,서울구암초등학교,1,0,57,57,124,0,1464,1464,1483,12,10,8,6,6,2,1,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010001578-2023,서울특별시 관악구,S010001578,서울구암초등학교,1,0,57,57,124,0,1464,1464,1456,10,9,2,2,2,2,2,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010001578-2024,서울특별시 관악구,S010001578,서울구암초등학교,1,0,57,57,128,0,1282,1282,1356,12,11,8,7,3,2,2,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010001579-2021,서울특별시 관악구,S010001579,서울난곡초등학교,0,0,0,0,0,0,0,0,385,12,11,8,4,6,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,미설치,적정설치
S010001579-2022,서울특별시 관악구,S010001579,서울난곡초등학교,0,0,1,0,0,0,360,0,360,10,9,3,3,2,6,1,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,미설치,적정설치
S010001579-2023,서울특별시 관악구,S010001579,서울난곡초등학교,0,0,17,0,0,0,360,0,340,12,10,8,1,9,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,미설치,적정설치
